user_id,item_id,item_name,quantity,unit,category,expiry_date,allergen_flag,unit_cost,last_updated,storage_type,brand,nutritional_tags,daily_usage_rate,reorder_threshold,purchase_date,source
user_002,I_juice,juice,3.19,pack,snacks,2026-05-28,False,11.51,2025-10-23,pantry,Organic Farm,"low_sugar,gluten_free",0.06,0.69,2025-08-12,synthetic_generation
user_002,I_pasta,pasta,3.93,ml,grains_cereals,2026-11-20,False,14.83,2025-10-23,pantry,Whole Foods,"gluten_free,vegan,low_sugar",0.25,1.68,2024-04-03,synthetic_generation
user_002,I_jam,jam,3.52,ml,produce,2025-12-23,False,9.0,2025-10-23,refrigerator,Trader Joe's,"contains_nuts,gluten_free,low_sugar",0.48,1.68,2025-07-17,synthetic_generation
user_002,I_soda,soda,1.95,pack,grains_cereals,2026-04-11,True,8.55,2025-10-23,pantry,Great Value,,0.35,1.22,2025-02-27,synthetic_generation
user_002,I_tea,tea,2.74,pcs,grains_cereals,2025-07-12,False,15.94,2025-10-23,pantry,Kirkland,gluten_free,0.3,1.88,2025-03-24,synthetic_generation
user_002,I_chips,chips,3.24,L,produce,2025-05-05,True,24.36,2025-10-23,refrigerator,Organic Farm,gluten_free,0.3,1.24,2024-04-05,synthetic_generation
user_002,I_mustard,mustard,3.41,ml,seafood,2025-04-27,False,23.73,2025-10-23,freezer,Whole Foods,"low_sugar,gluten_free",0.24,1.12,2025-04-28,synthetic_generation
user_002,I_chocolate,chocolate,4.65,ml,seafood,2026-04-13,True,10.21,2025-10-23,freezer,Kirkland,"contains_nuts,gluten_free",0.47,1.16,2024-01-03,synthetic_generation
user_002,I_onion,onion,2.51,pcs,snacks,2025-11-02,False,21.77,2025-10-23,pantry,Trader Joe's,"low_sugar,contains_nuts",0.25,0.85,2024-07-12,synthetic_generation
user_002,I_beans,beans,3.99,g,seafood,2026-08-09,False,6.61,2025-10-23,freezer,Trader Joe's,"contains_nuts,low_sugar,gluten_free",0.41,1.41,2024-06-04,synthetic_generation
user_002,I_carrot,carrot,3.16,kg,produce,2025-02-07,True,13.05,2025-10-23,refrigerator,Whole Foods,,0.29,1.08,2024-05-27,synthetic_generation
user_002,I_tomato,tomato,4.02,oz,beverages,2026-11-02,True,2.8,2025-10-23,pantry,Trader Joe's,"organic,gluten_free,contains_nuts",0.44,0.95,2024-11-20,synthetic_generation
user_002,I_banana,banana,1.56,oz,produce,2026-07-09,True,15.82,2025-10-23,refrigerator,365,,0.25,0.47,2024-04-12,synthetic_generation
user_002,I_butter,butter,0.71,g,produce,2025-06-20,False,22.68,2025-10-23,refrigerator,Trader Joe's,"gluten_free,contains_nuts",0.12,1.2,2025-08-02,synthetic_generation
user_002,I_coffee,coffee,4.42,L,meat_poultry,2025-06-24,True,2.9,2025-10-23,freezer,Whole Foods,vegan,0.26,0.73,2024-09-18,synthetic_generation
user_002,I_ginger,ginger,1.21,pcs,grains_cereals,2026-04-22,False,17.26,2025-10-23,pantry,Trader Joe's,"contains_nuts,gluten_free",0.26,0.81,2025-01-28,synthetic_generation
user_002,I_orange,orange,2.12,oz,produce,2025-04-20,True,10.15,2025-10-23,refrigerator,Organic Farm,"organic,contains_nuts",0.17,1.26,2024-02-20,synthetic_generation
user_002,I_broccoli,broccoli,2.09,L,produce,2025-10-21,True,15.57,2025-10-23,refrigerator,Great Value,"vegan,organic",0.46,1.4,2024-11-12,synthetic_generation
user_002,I_garlic,garlic,0.91,oz,produce,2025-02-04,False,18.58,2025-10-23,refrigerator,Trader Joe's,"vegan,low_sugar,organic",0.4,1.79,2025-01-09,synthetic_generation
user_002,I_cheese,cheese,1.66,pcs,frozen_foods,2026-05-29,False,20.93,2025-10-23,freezer,Trader Joe's,"organic,contains_nuts",0.48,0.54,2024-08-19,synthetic_generation
user_002,I_beer,beer,2.28,oz,beverages,2026-07-25,False,3.17,2025-10-23,pantry,Great Value,,0.25,1.44,2024-09-25,synthetic_generation
user_002,I_beef,beef,1.55,g,beverages,2026-10-16,False,3.6,2025-10-23,pantry,Great Value,"low_sugar,vegan",0.34,1.38,2025-04-20,synthetic_generation
user_002,I_wine,wine,0.7,g,snacks,2026-10-27,False,3.8,2025-10-23,pantry,Trader Joe's,"organic,low_sugar,contains_nuts",0.45,0.53,2025-04-09,synthetic_generation
user_002,I_flour,flour,3.77,pack,condiments_spices,2026-11-18,False,15.1,2025-10-23,pantry,Organic Farm,,0.43,1.35,2024-10-13,synthetic_generation
user_002,I_soy_sauce,soy_sauce,2.5,L,grains_cereals,2026-12-08,False,6.21,2025-10-23,pantry,Trader Joe's,,0.49,0.92,2025-01-02,synthetic_generation
user_002,I_bacon,bacon,1.05,pcs,grains_cereals,2026-02-12,False,5.56,2025-10-23,pantry,Kirkland,low_sugar,0.49,0.39,2024-12-07,synthetic_generation
user_002,I_nuts,nuts,3.94,L,seafood,2025-05-09,True,2.65,2025-10-23,freezer,Great Value,vegan,0.2,0.55,2025-09-02,synthetic_generation
user_002,I_yogurt,yogurt,2.93,ml,grains_cereals,2025-10-11,True,24.7,2025-10-23,pantry,Kirkland,,0.11,0.91,2024-08-31,synthetic_generation
user_002,I_bread,bread,1.07,pack,condiments_spices,2025-01-17,True,7.37,2025-10-23,pantry,Great Value,,0.39,1.11,2025-01-05,synthetic_generation
user_002,I_apple,apple,1.5,g,frozen_foods,2026-08-31,True,11.85,2025-10-23,freezer,Organic Farm,"contains_nuts,organic",0.08,1.11,2025-02-15,synthetic_generation
user_002,I_cream,cream,4.59,kg,beverages,2026-12-04,True,12.77,2025-10-23,pantry,Kirkland,"low_sugar,vegan",0.08,0.77,2025-08-22,synthetic_generation
user_002,I_lettuce,lettuce,3.19,oz,frozen_foods,2026-12-31,False,10.14,2025-10-23,freezer,Whole Foods,"organic,low_sugar,gluten_free",0.34,1.61,2024-08-08,synthetic_generation
user_002,I_oats,oats,4.22,pack,beverages,2026-04-08,True,10.93,2025-10-23,pantry,Whole Foods,,0.19,0.83,2024-09-18,synthetic_generation
user_002,I_chicken,chicken,4.24,kg,condiments_spices,2025-06-06,False,2.61,2025-10-23,pantry,Whole Foods,,0.39,0.93,2024-05-13,synthetic_generation
user_002,I_buttermilk,buttermilk,2.35,pack,frozen_foods,2025-03-03,False,17.08,2025-10-23,freezer,Organic Farm,,0.49,1.32,2024-12-26,synthetic_generation
user_002,I_salt,salt,2.67,kg,dairy_eggs,2026-08-15,True,4.71,2025-10-23,refrigerator,Trader Joe's,"organic,gluten_free",0.31,1.67,2025-07-28,synthetic_generation
user_002,I_eggs,eggs,1.73,oz,frozen_foods,2025-01-27,False,1.69,2025-10-23,freezer,Trader Joe's,"organic,vegan",0.44,1.26,2025-02-14,synthetic_generation
user_002,I_potato,potato,2.89,pack,dairy_eggs,2025-05-26,True,3.2,2025-10-23,refrigerator,Whole Foods,"gluten_free,vegan,contains_nuts",0.19,0.85,2025-08-04,synthetic_generation
user_002,I_pepper,pepper,3.28,kg,dairy_eggs,2025-02-23,True,4.78,2025-10-23,refrigerator,Trader Joe's,"contains_nuts,low_sugar,gluten_free",0.25,0.76,2025-06-08,synthetic_generation
user_002,I_fish,fish,3.55,pcs,dairy_eggs,2025-12-20,False,3.66,2025-10-23,refrigerator,Great Value,"organic,vegan",0.23,1.32,2024-01-08,synthetic_generation
user_002,I_frozen_pizza,frozen_pizza,3.94,oz,seafood,2025-11-05,True,19.42,2025-10-23,freezer,Trader Joe's,,0.05,1.57,2024-06-28,synthetic_generation
user_002,I_tofu,tofu,4.25,lb,meat_poultry,2026-01-25,True,13.01,2025-10-23,freezer,Kirkland,"organic,contains_nuts,low_sugar",0.26,0.43,2024-11-16,synthetic_generation
user_002,I_milk,milk,2.38,kg,beverages,2026-08-11,False,18.03,2025-10-23,pantry,Whole Foods,,0.48,0.59,2025-09-24,synthetic_generation
user_003,I_chocolate,chocolate,0.83,pcs,snacks,2026-08-29,True,9.45,2025-10-23,pantry,Whole Foods,,0.08,1.71,2024-03-19,synthetic_generation
user_003,I_soda,soda,2.99,g,dairy_eggs,2026-09-22,False,12.11,2025-10-23,refrigerator,Whole Foods,gluten_free,0.32,1.15,2024-03-04,synthetic_generation
user_003,I_mustard,mustard,0.88,ml,produce,2025-04-16,False,24.58,2025-10-23,refrigerator,Kirkland,contains_nuts,0.5,1.19,2025-09-16,synthetic_generation
user_003,I_oil,oil,2.24,lb,meat_poultry,2026-01-08,False,23.03,2025-10-23,freezer,Organic Farm,,0.41,1.4,2024-03-08,synthetic_generation
user_003,I_chicken,chicken,3.76,ml,condiments_spices,2025-04-07,False,7.82,2025-10-23,pantry,Trader Joe's,,0.31,0.54,2024-12-24,synthetic_generation
user_003,I_pasta,pasta,3.69,kg,snacks,2026-11-03,False,4.09,2025-10-23,pantry,Trader Joe's,"gluten_free,vegan,low_sugar",0.37,1.91,2025-06-23,synthetic_generation
user_003,I_apple,apple,0.58,oz,dairy_eggs,2026-10-24,False,13.2,2025-10-23,refrigerator,365,gluten_free,0.48,1.13,2024-08-19,synthetic_generation
user_003,I_potato,potato,4.05,g,meat_poultry,2025-06-08,True,8.1,2025-10-23,freezer,Organic Farm,"low_sugar,vegan",0.32,0.56,2024-07-04,synthetic_generation
user_003,I_nuts,nuts,3.54,L,meat_poultry,2026-03-25,True,10.86,2025-10-23,freezer,Whole Foods,"contains_nuts,vegan",0.29,0.83,2025-04-25,synthetic_generation
user_003,I_mushroom,mushroom,1.77,pack,seafood,2026-01-12,False,12.08,2025-10-23,freezer,Great Value,"vegan,low_sugar,gluten_free",0.11,0.73,2025-05-07,synthetic_generation
user_003,I_vinegar,vinegar,2.82,kg,condiments_spices,2026-07-22,True,18.07,2025-10-23,pantry,Trader Joe's,,0.39,0.76,2025-06-09,synthetic_generation
user_003,I_shrimp,shrimp,1.5,pcs,meat_poultry,2026-03-24,True,23.71,2025-10-23,freezer,Trader Joe's,,0.24,0.97,2025-01-17,synthetic_generation
user_003,I_beer,beer,0.63,kg,seafood,2026-01-31,True,10.0,2025-10-23,freezer,Organic Farm,"vegan,low_sugar",0.07,1.86,2025-04-28,synthetic_generation
user_003,I_oats,oats,0.52,kg,meat_poultry,2026-12-24,False,11.77,2025-10-23,freezer,Kirkland,"vegan,low_sugar",0.3,1.54,2025-06-24,synthetic_generation
user_003,I_sugar,sugar,1.05,L,beverages,2025-04-24,False,6.7,2025-10-23,pantry,Whole Foods,"organic,low_sugar,vegan",0.32,0.33,2025-06-11,synthetic_generation
user_003,I_tea,tea,3.27,L,seafood,2025-05-28,False,11.3,2025-10-23,freezer,Great Value,"vegan,organic,gluten_free",0.49,0.42,2025-06-22,synthetic_generation
user_003,I_tomato,tomato,2.62,pack,frozen_foods,2026-06-04,True,10.37,2025-10-23,freezer,Trader Joe's,"organic,gluten_free",0.4,0.89,2024-04-16,synthetic_generation
user_003,I_mayonnaise,mayonnaise,2.02,ml,condiments_spices,2025-05-17,True,9.46,2025-10-23,pantry,Organic Farm,"contains_nuts,vegan,organic",0.08,1.62,2025-04-13,synthetic_generation
user_003,I_spinach,spinach,1.4,g,grains_cereals,2025-10-28,True,2.05,2025-10-23,pantry,Trader Joe's,"low_sugar,contains_nuts",0.5,1.22,2024-09-16,synthetic_generation
user_003,I_eggs,eggs,4.38,g,grains_cereals,2026-10-25,True,7.87,2025-10-23,pantry,Organic Farm,"gluten_free,organic",0.41,1.04,2025-02-13,synthetic_generation
user_003,I_fish,fish,2.73,pcs,produce,2026-01-31,False,24.37,2025-10-23,refrigerator,Trader Joe's,"organic,contains_nuts",0.09,1.32,2024-07-03,synthetic_generation
user_003,I_banana,banana,1.98,oz,frozen_foods,2025-10-28,False,3.46,2025-10-23,freezer,Trader Joe's,"low_sugar,contains_nuts,organic",0.36,0.9,2024-02-13,synthetic_generation
user_003,I_jam,jam,4.91,g,condiments_spices,2026-09-22,False,7.59,2025-10-23,pantry,Kirkland,"gluten_free,vegan,organic",0.11,1.33,2025-03-24,synthetic_generation
user_003,I_garlic,garlic,3.4,lb,grains_cereals,2025-05-10,True,6.66,2025-10-23,pantry,Whole Foods,,0.32,1.45,2025-01-14,synthetic_generation
user_003,I_butter,butter,2.88,pack,condiments_spices,2026-03-31,True,14.77,2025-10-23,pantry,Trader Joe's,"vegan,organic",0.06,0.62,2025-06-14,synthetic_generation
user_003,I_juice,juice,1.67,pcs,beverages,2026-07-30,True,7.28,2025-10-23,pantry,365,"contains_nuts,vegan",0.11,1.75,2025-04-07,synthetic_generation
user_003,I_lettuce,lettuce,4.85,lb,meat_poultry,2026-04-01,True,20.45,2025-10-23,freezer,Organic Farm,"organic,gluten_free",0.45,1.75,2024-06-27,synthetic_generation
user_003,I_yogurt,yogurt,1.4,ml,condiments_spices,2026-06-05,True,3.91,2025-10-23,pantry,365,"organic,gluten_free,contains_nuts",0.31,1.09,2025-07-18,synthetic_generation
user_003,I_buttermilk,buttermilk,2.29,pcs,meat_poultry,2026-09-19,True,2.58,2025-10-23,freezer,Great Value,"contains_nuts,organic,low_sugar",0.49,1.39,2025-04-05,synthetic_generation
user_003,I_bread,bread,4.23,ml,produce,2026-11-28,False,4.08,2025-10-23,refrigerator,365,"low_sugar,organic,contains_nuts",0.28,0.82,2024-06-14,synthetic_generation
user_003,I_ginger,ginger,4.73,oz,condiments_spices,2026-12-28,True,9.3,2025-10-23,pantry,Kirkland,"vegan,gluten_free",0.11,0.81,2025-06-30,synthetic_generation
user_003,I_beef,beef,3.11,ml,dairy_eggs,2026-05-30,True,15.2,2025-10-23,refrigerator,Organic Farm,"low_sugar,organic",0.42,0.35,2024-02-16,synthetic_generation
user_003,I_water,water,2.37,g,snacks,2026-10-29,True,19.41,2025-10-23,pantry,Whole Foods,"gluten_free,contains_nuts",0.16,1.67,2025-02-19,synthetic_generation
user_003,I_honey,honey,1.21,pack,snacks,2026-04-10,True,17.53,2025-10-23,pantry,Whole Foods,"vegan,gluten_free,contains_nuts",0.11,1.76,2024-11-22,synthetic_generation
user_003,I_ice_cream,ice_cream,2.82,kg,condiments_spices,2026-02-13,True,19.26,2025-10-23,pantry,Trader Joe's,contains_nuts,0.11,1.06,2024-05-24,synthetic_generation
user_003,I_cereal,cereal,4.39,pack,dairy_eggs,2025-02-21,False,23.69,2025-10-23,refrigerator,365,gluten_free,0.47,1.53,2024-07-13,synthetic_generation
user_003,I_coffee,coffee,1.89,g,meat_poultry,2026-05-26,False,12.97,2025-10-23,freezer,Kirkland,"low_sugar,contains_nuts,organic",0.15,0.9,2024-02-21,synthetic_generation
user_003,I_milk,milk,0.54,kg,snacks,2026-05-22,False,7.86,2025-10-23,pantry,Whole Foods,gluten_free,0.38,1.6,2025-01-09,synthetic_generation
user_003,I_ketchup,ketchup,1.38,oz,grains_cereals,2026-02-15,True,14.69,2025-10-23,pantry,Kirkland,"low_sugar,contains_nuts,gluten_free",0.18,1.98,2025-09-17,synthetic_generation
user_003,I_chips,chips,4.08,lb,dairy_eggs,2025-05-12,True,10.45,2025-10-23,refrigerator,Great Value,"vegan,low_sugar",0.32,0.98,2024-02-11,synthetic_generation
user_003,I_ham,ham,4.12,pcs,grains_cereals,2025-02-09,True,18.13,2025-10-23,pantry,365,gluten_free,0.47,0.84,2025-02-06,synthetic_generation
user_003,I_flour,flour,2.79,pcs,snacks,2026-08-31,False,13.18,2025-10-23,pantry,Organic Farm,"contains_nuts,organic",0.22,1.45,2025-03-02,synthetic_generation
user_003,I_tofu,tofu,1.69,L,snacks,2026-12-06,True,15.33,2025-10-23,pantry,Organic Farm,,0.31,0.59,2025-09-26,synthetic_generation
user_003,I_carrot,carrot,4.77,kg,beverages,2025-06-01,True,1.76,2025-10-23,pantry,365,,0.25,1.01,2025-02-26,synthetic_generation
user_003,I_bacon,bacon,3.81,g,seafood,2026-02-25,False,21.95,2025-10-23,freezer,Organic Farm,low_sugar,0.14,0.85,2025-05-04,synthetic_generation
user_003,I_cookies,cookies,2.57,lb,frozen_foods,2026-01-21,False,23.96,2025-10-23,freezer,Great Value,"gluten_free,contains_nuts",0.14,0.72,2025-07-25,synthetic_generation
user_003,I_rice,rice,3.67,pcs,snacks,2025-08-19,False,19.51,2025-10-23,pantry,Trader Joe's,"gluten_free,low_sugar,vegan",0.1,1.45,2025-01-23,synthetic_generation
user_003,I_cheese,cheese,1.79,kg,beverages,2025-12-20,True,7.97,2025-10-23,pantry,Trader Joe's,"gluten_free,contains_nuts,organic",0.14,1.22,2025-07-29,synthetic_generation
user_003,I_broccoli,broccoli,3.14,L,snacks,2025-05-21,True,15.78,2025-10-23,pantry,Kirkland,vegan,0.07,1.0,2025-04-28,synthetic_generation
user_003,I_wine,wine,2.98,ml,dairy_eggs,2026-11-29,True,1.12,2025-10-23,refrigerator,Whole Foods,"contains_nuts,vegan,low_sugar",0.19,1.4,2024-04-01,synthetic_generation
user_004,I_bacon,bacon,3.51,ml,beverages,2026-03-14,False,3.08,2025-10-23,pantry,365,"gluten_free,vegan,organic",0.17,0.7,2024-09-30,synthetic_generation
user_004,I_lettuce,lettuce,2.12,L,condiments_spices,2025-11-06,True,7.28,2025-10-23,pantry,Kirkland,,0.26,0.57,2025-05-29,synthetic_generation
user_004,I_tomato,tomato,4.73,lb,snacks,2026-12-08,True,16.33,2025-10-23,pantry,Great Value,vegan,0.48,1.11,2025-04-10,synthetic_generation
user_004,I_orange,orange,4.11,L,condiments_spices,2026-03-02,False,19.18,2025-10-23,pantry,365,,0.29,1.2,2025-01-05,synthetic_generation
user_004,I_jam,jam,2.96,L,dairy_eggs,2026-08-01,True,2.48,2025-10-23,refrigerator,Great Value,vegan,0.2,1.18,2024-04-29,synthetic_generation
